Nama Pantai,Provinsi,Rating Angka,Link Google Maps,Latitude,Longitude,Predikat,Jumlah Ulasan,Ulasan 1,Ulasan 2,Ulasan 3,Ulasan 4,Ulasan 5,Kategori Pantai,Kategori 1,Kategori 2,Kategori 3,Kategori 4,Kategori 5
Pantai Tumbu,Sulawesi Barat,4.5,https://www.google.com/maps/place/Pantai+Tumbu/data=!4m7!3m6!1s0x2d8d65506612950d:0xc7bab496b1082503!8m2!3d-2.0166196!4d119.2215951!16s%2Fg%2F11c20c6xx8!19sChIJDZUSZlBljS0RAyUIsZa0usc?authuser=0&hl=en&rclk=1,-2.0166196,119.2215951,biasa,102.0,beach,sunset,cleanliness,dhani Dani  reviews,syamsul  reviews ·  photos,,,,,,
Pantai Malauwa,Sulawesi Barat,4.5,https://www.google.com/maps/place/Pantai+Malauwa/data=!4m7!3m6!1s0x2d92d709cd9a14a5:0xe25699c7dcc7826b!8m2!3d-2.6722154!4d118.790386!16s%2Fg%2F11sz3qk0t4!19sChIJpRSazQnXki0Ra4LH3MeZVuI?authuser=0&hl=en&rclk=1,-2.6722154,118.790386,biasa,147.0,beach,cleanliness of the beach,gazebo,villa,family vacation,,,,,,
Pantai Hijau Simboro,Sulawesi Barat,4.5,https://www.google.com/maps/place/Pantai+Hijau+Simboro/data=!4m7!3m6!1s0x2d92d900494747b1:0x399f3268ab1731da!8m2!3d-2.6704267!4d118.8620459!16s%2Fg%2F11vwflnz0k!19sChIJsUdHSQDZki0R2jEXq2gynzk?authuser=0&hl=en&rclk=1,-2.6704267,118.8620459,biasa,18.0,cool atmosphere,Ekki Mosaja  review,Matodiolo Art  reviews ·  photos,syauqi tanriwali  review,Sultan Ahmad  photos,,,,,,
Pantai BTM,Sulawesi Barat,4.5,https://www.google.com/maps/place/Pantai+BTM/data=!4m7!3m6!1s0x2d8d65d3db4eb6e9:0xeba1ebb0fc170f3a!8m2!3d-2.0248108!4d119.2137757!16s%2Fg%2F11v3qr8jfg!19sChIJ6bZO29NljS0ROg8X_LDroes?authuser=0&hl=en&rclk=1,-2.0248108,119.2137757,biasa,13.0,Muh Hidayat  review ·  photos,Wisnu  reviews,Arif B  review,Hastina hasan  review ·  photos,Ahmad Fauzan  photos,,,,,,
Pantai Berawa,Bali,4.5,https://www.google.com/maps/place/Pantai+Berawa/data=!4m7!3m6!1s0x2dd247837b56907d:0xbc8add454efe2eb8!8m2!3d-8.6637779!4d115.1359348!16s%2Fg%2F11b6gkrm1c!19sChIJfZBWe4NH0i0RuC7-TkXdirw?authuser=0&hl=en&rclk=1,-8.6637779,115.1359348,biasa,3154.0,surfing 128,friendly dogs 10,river mouth 12,beach clubs 22,area 31,,,,,,
Green Bowl Beach,Bali,4.5,https://www.google.com/maps/place/Green+Bowl+Beach/data=!4m7!3m6!1s0x2dd25b73d7aa2a3f:0x715aafb7e76c4e!8m2!3d-8.8486708!4d115.1710301!16s%2Fg%2F1ydpn2ql6!19sChIJPyqq13Nb0i0RTmznt69acQA?authuser=0&hl=en&rclk=1,-8.8486708,115.1710301,biasa,2627.0,caves 153,monkeys 159,cliff 53,beautiful scenery 36,stairs to beach 27,,,,,,
Legian Beach,Bali,4.5,https://www.google.com/maps/place/Legian+Beach/data=!4m7!3m6!1s0x2dd246e7987b2117:0xeca4ea2fc43d3caf!8m2!3d-8.7039476!4d115.1647362!16s%2Fg%2F11c53240s9!19sChIJFyF7mOdG0i0Rrzw9xC_qpOw?authuser=0&hl=en&rclk=1,-8.7039476,115.1647362,biasa,1906.0,surfing 155,beginner surfing 8,beanbags 6,ocean 13,sunset 126,,,,,,
Petitenget Beach,Bali,4.5,https://www.google.com/maps/place/Petitenget+Beach/data=!4m7!3m6!1s0x2dd2470fba33f4eb:0x77f7f6be668440c7!8m2!3d-8.6823579!4d115.150964!16s%2Fg%2F11cjj07gjc!19sChIJ6_Qzug9H0i0Rx0CEZr7293c?authuser=0&hl=en&rclk=1,-8.6823579,115.150964,biasa,4572.0,swing 62,area 124,crowd 80,sunset 288,surfing 50,,,,,,
Pantai Batu Belig,Bali,4.5,https://www.google.com/maps/place/Pantai+Batu+Belig/data=!4m7!3m6!1s0x2dd24774c0a631b1:0x9d16e84a9b99cabd!8m2!3d-8.6742449!4d115.1459553!16s%2Fg%2F11byfljfj1!19sChIJsTGmwHRH0i0RvcqZm0roFp0?authuser=0&hl=en&rclk=1,-8.6742449,115.1459553,biasa,4226.0,warungs 29,surfing 74,grilled corn 11,congested 51,sunset 219,,,,,,
Seminyak Beach,Bali,4.5,https://www.google.com/maps/place/Seminyak+Beach/data=!4m7!3m6!1s0x2dd2471c804bfd05:0xdcc2b5ae63dc9082!8m2!3d-8.6920123!4d115.1578837!16s%2Fg%2F11cr_qt0g1!19sChIJBf1LgBxH0i0RgpDcY661wtw?authuser=0&hl=en&rclk=1,-8.6920123,115.1578837,biasa,5149.0,surfing 211,relaxing atmosphere 87,bean bags 19,sunset 352,long beach 28,,,,,,
Pantai Batu Bolong,Bali,4.5,https://www.google.com/maps/place/Pantai+Batu+Bolong/data=!4m7!3m6!1s0x2dd2478621f5b693:0xa157bd1e893b4293!8m2!3d-8.6594824!4d115.1301361!16s%2Fg%2F1hc2cr7jt!19sChIJk7b1IYZH0i0Rk0I7iR69V6E?authuser=0&hl=en&rclk=1,-8.6594824,115.1301361,biasa,8009.0,surfing 366,surfing lessons 39,waves 115,surf spot 28,board rental 19,,,,,,
Kuta Beach,Bali,4.5,https://www.google.com/maps/place/Kuta+Beach/data=!4m7!3m6!1s0x2dd246bc2ab70d43:0x82feaae12f4ab48e!8m2!3d-8.7184926!4d115.1686322!16s%2Fg%2F11c1p6r11n!19sChIJQw23KrxG0i0RjrRKL-Gq_oI?authuser=0&hl=en&rclk=1,-8.7184926,115.1686322,biasa,42778.0,surfing 626,scenery 244,beauty of the beach 168,famous beach 141,learning to surf 63,,,,,,
Pantai Teluk Mata Ikan,Riau,4.5,https://www.google.com/maps/place/Pantai+Teluk+Mata+Ikan/data=!4m7!3m6!1s0x31da298205793155:0xd441cdfa2f6f7615!8m2!3d1.189074!4d104.1106155!16s%2Fg%2F11fhv3jxyd!19sChIJVTF5BYIp2jERFXZvL_rNQdQ?authuser=0&hl=en&rclk=1,1.189074,104.1106155,biasa,140.0,clean beach,wide sand,relaxing atmosphere,white sand,clean water,,,,,,
Trikora Beach,Riau,4.5,https://www.google.com/maps/place/Trikora+Beach/data=!4m7!3m6!1s0x31d961ee2455e2f3:0x5149bc77cb959666!8m2!3d1.1422305!4d104.5853589!16s%2Fg%2F11btwtpl4s!19sChIJ8-JVJO5h2TERZpaVy3e8SVE?authuser=0&hl=en&rclk=1,1.1422305,104.5853589,biasa,317.0,coconut trees,white sand,free entrance,large rocks,peaceful beach,,,,,,
Pantai Pasia Panjang,Sumatera Barat,4.5,https://www.google.com/maps/place/Pantai+Pasia+Panjang/data=!4m7!3m6!1s0x2fd4e872abcf4671:0x6d81acecb107079b!8m2!3d-0.7504667!4d100.2372944!16s%2Fg%2F11hbgb9wpw!19sChIJcUbPq3Lo1C8RmwcHseysgW0?authuser=0&hl=en&rclk=1,-0.7504667,100.2372944,biasa,809.0,,,,,,,,,,,
Pantai Katapiang,Sumatera Barat,4.5,https://www.google.com/maps/place/Pantai+Katapiang/data=!4m7!3m6!1s0x2fd4e872ef40f8b7:0x521bc998fa30a86!8m2!3d-0.7489604!4d100.2357538!16s%2Fg%2F11c0pyv2f2!19sChIJt_hA73Lo1C8Rhgqjj5m8IQU?authuser=0&hl=en&rclk=1,-0.7489604,100.2357538,biasa,0.0,,,,,,,,,,,
Jiku Merasa,Pulau Buru,4.5,https://www.google.com/maps/place/Jiku+Merasa/data=!4m7!3m6!1s0x2d7216c6e109b67d:0x70ad03ff0fc07fd6!8m2!3d-3.1700598!4d127.0273694!16s%2Fg%2F11bbrfs3jz!19sChIJfbYJ4cYWci0R1n_AD_8DrXA?authuser=0&hl=en&rclk=1,-3.1700598,127.0273694,biasa,316.0,white sand 12,blue sea water 2,clear sea 4,distance from city 2,stunning view 2,,,,,,
Pantai Laraba,Pulau Buru,4.5,https://www.google.com/maps/place/Pantai+Laraba/data=!4m7!3m6!1s0x2d726d2afbe3a429:0xe1b3a299f9482ca1!8m2!3d-3.2798357!4d127.117032!16s%2Fg%2F11rgpbjs7_!19sChIJKaTj-yptci0RoSxI-Zmis-E?authuser=0&hl=en&rclk=1,-3.2798357,127.117032,biasa,13.0,seller 2,Ahmad Sholikin 1 review · 2 photos,ina rasina 2 photos,Risky ahmad kaluku 4 photos,Emis leslessy Wadupa 1 review · 5 photos,,,,,,
Pantai Mandel,Sulawesi Tengah,4.5,https://www.google.com/maps/place/Pantai+Mandel/data=!4m7!3m6!1s0x2d83b9f1da48361d:0xe8df29ab6dae07fc!8m2!3d-1.2730375!4d123.5299531!16s%2Fg%2F11v0ypx44g!19sChIJHTZI2vG5gy0R_Aeubasp3-g?authuser=0&hl=en&rclk=1,-1.2730375,123.5299531,biasa,31.0,white sand,beach,pristine beach,wave,plastic,,,,,,
Pantai Kilo Lima,Sulawesi Tengah,4.5,https://www.google.com/maps/place/Pantai+Kilo+Lima/data=!4m7!3m6!1s0x2d86a127457b17ef:0x40a25e1ad913fd5a!8m2!3d-0.9860956!4d122.7922576!16s%2Fg%2F11csq9tj_5!19sChIJ7xd7RSehhi0RWv0T2RpeokA?authuser=0&hl=en&rclk=1,-0.9860956,122.7922576,biasa,1494.0,coral reefs,snorkeling,swimming in seawater,leisure,young coconut ice,,,,,,
Losari Beach,Sulawesi Selatan,4.5,https://www.google.com/maps/place/Losari+Beach/data=!4m7!3m6!1s0x2dbf1d52ea30d089:0x6101a2ac09b61090!8m2!3d-5.1436198!4d119.4074821!16s%2Fg%2F121kq48x!19sChIJidAw6lIdvy0RkBC2CayiAWE?authuser=0&hl=en&rclk=1,-5.1436198,119.4074821,biasa,4322.0,Losari Beach,pisang epe,floating mosque,street artist,photo spots,,,,,,
Pantai Jalarangas,Sulawesi Barat,4.5,https://www.google.com/maps/place/Pantai+Jalarangas/data=!4m7!3m6!1s0x2d92d9d9a87445ab:0x8e201fa696a26252!8m2!3d-2.6784465!4d118.8793874!16s%2Fg%2F11s8ms7myk!19sChIJq0V0qNnZki0RUmKilqYfII4?authuser=0&hl=en&rclk=1,-2.6784465,118.8793874,biasa,2.0,,,,,,,,,,,
Pantai jodoh,Kalimantan Tengah,4.5,https://www.google.com/maps/place/Pantai+jodoh/data=!4m7!3m6!1s0x2de2179c7dbb0877:0x606b61e8d719d5a8!8m2!3d-3.224228!4d112.9395966!16s%2Fg%2F11sxvwfy3j!19sChIJdwi7fZwX4i0RqNUZ1-hha2A?authuser=0&hl=en&rclk=1,-3.224228,112.9395966,biasa,221.0,beach,beach cleanliness,prayer room,photo spots,villa,,,,,,
Pantai Tanjung Nipah,Kalimantan Tengah,4.5,https://www.google.com/maps/place/Pantai+Tanjung+Nipah/data=!4m7!3m6!1s0x2e0ecf994b67fb75:0x6af469fcdd91b4d9!8m2!3d-3.0535065!4d110.941653!16s%2Fg%2F11h_7nh3pk!19sChIJdftnS5nPDi4R2bSR3fxp9Go?authuser=0&hl=en&rclk=1,-3.0535065,110.941653,biasa,170.0,beach,shade trees,clean beach,gazebo,white sand,,,,,,
Pantai Laguna Samudera,Sumatera Selatan,4.5,https://www.google.com/maps/place/Pantai+Laguna+Samudera/data=!4m7!3m6!1s0x2e37fffb7e6a511d:0x8f7b7bc7fdf83782!8m2!3d-4.9159053!4d103.5332381!16s%2Fg%2F11ckr6dk05!19sChIJHVFqfvv_Ny4Rgjf4_cd7e48?authuser=0&hl=en&rclk=1,-4.9159053,103.5332381,biasa,675.0,coral reef,area,coconut,white sand,selfie spot,,,,,,
Pantai Korto,Sumatera Selatan,4.5,https://www.google.com/maps/place/Pantai+Korto/data=!4m7!3m6!1s0x2e396b7ab585eba5:0x84b0456371b275c7!8m2!3d-3.9091238!4d104.5757518!16s%2Fg%2F11dxl9cfp0!19sChIJpeuFtXprOS4Rx3WycWNFsIQ?authuser=0&hl=en&rclk=1,-3.9091238,104.5757518,biasa,15.0,,,,,,,,,,,
Pantai Carocok,Sumatera Selatan,4.5,https://www.google.com/maps/place/Pantai+Carocok/data=!4m7!3m6!1s0x2fd34d8532fc3f11:0x3769b900f1b811b6!8m2!3d-1.3520247!4d100.5670321!16s%2Fg%2F11b6rd09kq!19sChIJET_8MoVN0y8RthG48QC5aTc?authuser=0&hl=en&rclk=1,-1.3520247,100.5670321,biasa,1057.0,Carocok Beach,floating mosque,banana boat,bridge,crossing to the island,,,,,,
Pantai Bidadari Ranau,Sumatera Selatan,4.5,https://www.google.com/maps/place/Pantai+Bidadari+Ranau/data=!4m7!3m6!1s0x2e3873744639ba8d:0x68938de9e62b0518!8m2!3d-4.8161794!4d103.9170472!16s%2Fg%2F11fsbbq01h!19sChIJjbo5RnRzOC4RGAUr5umNk2g?authuser=0&hl=en&rclk=1,-4.8161794,103.9170472,biasa,496.0,lake,banana boat,jet ski,coconut,beach cleanliness,,,,,,
Pantai Pelangi Danau Ranau,Sumatera Selatan,4.5,https://www.google.com/maps/place/Pantai+Pelangi+Danau+Ranau/data=!4m7!3m6!1s0x2e38739b2af68b8b:0xcdc69dde3258b71!8m2!3d-4.8199386!4d103.9693948!16s%2Fg%2F11hbvcklwb!19sChIJi4v2KptzOC4RcYsl491p3Aw?authuser=0&hl=en&rclk=1,-4.8199386,103.9693948,biasa,721.0,banana boat,lake,scenery,jet ski,swimming,,,,,,
Pantai tanjung manjangan,Sumatera Selatan,4.5,https://www.google.com/maps/place/Pantai+tanjung+manjangan/data=!4m7!3m6!1s0x2e3e670aa7e89199:0x38b2610810fb417e!8m2!3d-3.8473598!4d105.95759!16s%2Fg%2F11n5cgn8gq!19sChIJmZHopwpnPi4RfkH7EAhhsjg?authuser=0&hl=en&rclk=1,-3.8473598,105.95759,biasa,23.0,,,,,,,,,,,
Tanjung Bayur Beach,Kalimantan Timur,4.5,https://www.google.com/maps/place/Tanjung+Bayur+Beach/data=!4m7!3m6!1s0x2df151f5b24e94bf:0x2059bf0bb1285276!8m2!3d-1.178379!4d117.0128742!16s%2Fg%2F11nh0gj_6h!19sChIJv5ROsvVR8S0RdlIosQu_WSA?authuser=0&hl=en&rclk=1,-1.178379,117.0128742,biasa,64.0,pristine beach,clean beach,sunset,swimming,coral,,,,,,
Pantai Tobololo,Ternate,4.5,https://www.google.com/maps/place/Pantai+Tobololo/data=!4m7!3m6!1s0x329cadd435dd8fa9:0xfc3175aa15e8cb10!8m2!3d0.8541953!4d127.3525276!16s%2Fg%2F11g0khw0fy!19sChIJqY_dNdStnDIREMvoFap1Mfw?authuser=0&hl=en&rclk=1,0.8541953,127.3525276,biasa,235.0,clean beach 4,sandy beach 2,hot spring 4,white sand 2,quiet beach 2,,,,,,
Pantai Liang,Ambon,4.5,https://www.google.com/maps/place/Pantai+Liang/data=!4m7!3m6!1s0x2d6c8b4d049b04b7:0x34b7df42fb67f814!8m2!3d-3.5049264!4d128.3428253!16s%2Fg%2F11hb2pqnn9!19sChIJtwSbBE2LbC0RFPhn-0LftzQ?authuser=0&hl=en&rclk=1,-3.5049264,128.3428253,biasa,1310.0,rujak 27,banana boat 13,white sand 40,scenery 42,liang beach 2,,,,,,
Minanga Beach,Gorontalo,4.5,https://www.google.com/maps/place/Minanga+Beach/data=!4m7!3m6!1s0x327eadd65dd877df:0x81ccaa6b01d45996!8m2!3d0.9271452!4d123.1085135!16s%2Fg%2F11rxs7cvtl!19sChIJ33fYXdatfjIRllnUAWuqzIE?authuser=0&hl=en&rclk=1,0.9271452,123.1085135,biasa,134.0,gazebo,beach cleanliness,white sand,sunset,coastline,,,,,,
Pantai Sekera Bintan,Kepulauan Riau,4.5,https://www.google.com/maps/place/Pantai+Sekera+Bintan/data=!4m7!3m6!1s0x31d9819d95a95957:0x31465ea8f6c4fc34!8m2!3d1.1130255!4d104.2409239!16s%2Fg%2F1ptxqbfp_!19sChIJV1mplZ2B2TERNPzE9qheRjE?authuser=0&hl=en&rclk=1,1.1130255,104.2409239,biasa,46.0,place to relax,family vacation,coconut,,,,,,,,
Pantai Nemo,Kepulauan Riau,4.5,https://www.google.com/maps/place/Pantai+Nemo/data=!4m7!3m6!1s0x31da29a53489af8f:0x7a6b5c262c51db4d!8m2!3d1.1840625!4d104.1179375!16s%2Fg%2F11y1bynm89!19sChIJj6-JNKUp2jERTdtRLCZca3o?authuser=0&hl=en&rclk=1,1.1840625,104.1179375,biasa,125.0,gazebo,beach cleanliness,mini seaworld,prayer room,calm atmosphere,,,,,,
Pantai Panrita Lopi,Kalimantan Timur,4.5,https://www.google.com/maps/place/Pantai+Panrita+Lopi/data=!4m7!3m6!1s0x2df5e94694886023:0x35cc4a199a352418!8m2!3d-0.2104433!4d117.4367227!16s%2Fg%2F11g9qftftv!19sChIJI2CIlEbp9S0RGCQ1mhlKzDU?authuser=0&hl=en&rclk=1,-0.2104433,117.4367227,biasa,697.0,gazebo,prayer room,hammock,hammock rental,tent rental,,,,,,
Pantai TPI Tanjung Batu,Kalimantan Timur,4.5,https://www.google.com/maps/place/Pantai+TPI+Tanjung+Batu/data=!4m7!3m6!1s0x2df5f3cc1b41ee57:0xda1d7cffb56d89ee!8m2!3d-0.0955935!4d117.472435!16s%2Fg%2F11c5sx43nw!19sChIJV-5BG8zz9S0R7olttf98Hdo?authuser=0&hl=en&rclk=1,-0.0955935,117.472435,biasa,20.0,hidden place,quiet,Reyna Lovelyta  reviews ·  photos,Bang Arief  reviews ·  photos,,,,,,,
Pantai Biduk Biduk,Kalimantan Timur,4.5,https://www.google.com/maps/place/Pantai+Biduk+Biduk/data=!4m7!3m6!1s0x32734c99ab4063dd:0x66574585187cc57f!8m2!3d1.2596409!4d118.6994718!16s%2Fg%2F11g9n104pn!19sChIJ3WNAq5lMczIRf8V8GIVFV2Y?authuser=0&hl=en&rclk=1,1.2596409,118.6994718,biasa,161.0,white sand beach,sunrise,favorite beach,trip,clear water,,,,,,
